entity_id,nucleus,label,sublabel,lens_id,translator_version
discogs:596450,596450,Aqualung,Jethro Tull · 1971,discogs_v1,1.0.0
discogs:1163481,1163481,GP,Gram Parsons · 1973,discogs_v1,1.0.0
discogs:1273539,1273539,Tonight's The Night,Neil Young · 1975,discogs_v1,1.0.0
discogs:1956148,1956148,Kinks Kinkdom,The Kinks · 1965,discogs_v1,1.0.0
discogs:1115460,1115460,Mass In F Minor,The Electric Prunes,discogs_v1,1.0.0
discogs:1336190,1336190,Everybody Knows This Is Nowhere,Neil Young With Crazy Horse · 1969,discogs_v1,1.0.0
discogs:3345290,3345290,After The Gold Rush,Neil Young · 1970,discogs_v1,1.0.0
discogs:24748850,24748850,Blue,Joni Mitchell · 2022,discogs_v1,1.0.0
discogs:21775351,21775351,$ (Music From The Original Motion Picture Sound Track),Quincy Jones · 2022,discogs_v1,1.0.0
discogs:25343665,25343665,Harvest,Neil Young · 2022,discogs_v1,1.0.0
discogs:36082807,36082807,The Fate Of Ophelia,Taylor Swift · 2026,discogs_v1,1.0.0
discogs:16242480,16242480,Folklore,Taylor Swift · 2020,discogs_v1,1.0.0
discogs:11894370,11894370,Vide Noir,Lord Huron · 2018,discogs_v1,1.0.0
discogs:28638091,28638091,1989 (Taylor's Version),Taylor Swift · 2023,discogs_v1,1.0.0
discogs:24893972,24893972,Midnights,Taylor Swift · 2022,discogs_v1,1.0.0
discogs:27604608,27604608,Speak Now (Taylor's Version),Taylor Swift · 2023,discogs_v1,1.0.0
discogs:32428182,32428182,The Tortured Poets Department: The Anthology,Taylor Swift · 2024,discogs_v1,1.0.0
discogs:21794644,21794644,Evermore,Taylor Swift · 2021,discogs_v1,1.0.0
discogs:20446987,20446987,Fearless (Taylor's Version),Taylor Swift · 2021,discogs_v1,1.0.0
discogs:20939464,20939464,Red (Taylor's Version),Taylor Swift · 2021,discogs_v1,1.0.0
discogs:32796732,32796732,Lover (Live From Paris),Taylor Swift · 2025,discogs_v1,1.0.0
discogs:35238409,35238409,The Life Of A Showgirl,Taylor Swift · 2025,discogs_v1,1.0.0
discogs:30444293,30444293,The Tortured Poets Department,Taylor Swift · 2024,discogs_v1,1.0.0
discogs:30560494,30560494,Folklore,Taylor Swift,discogs_v1,1.0.0
discogs:25106521,25106521,Lover,Taylor Swift · 2019,discogs_v1,1.0.0
discogs:33678129,33678129,Smokin' In Seattle (Live At The Penthouse),"Wes Montgomery, Wynton Kelly Trio · 2025",discogs_v1,1.0.0
discogs:10889050,10889050,Twin Peaks (Music From The Limited Event Series),Various · 2017,discogs_v1,1.0.0
discogs:3141902,3141902,Kinda Kinks,The Kinks · 1988,discogs_v1,1.0.0
discogs:35786500,35786500,Live (CBGB • 1977),Ramones · 2025,discogs_v1,1.0.0
discogs:10395804,10395804,Scarecrow,John Cougar Mellencamp · 1985,discogs_v1,1.0.0
discogs:4999004,4999004,Boss Guitar,Wes Montgomery · 1963,discogs_v1,1.0.0
discogs:371142,371142,Master Of Puppets,Metallica · 1986,discogs_v1,1.0.0
discogs:3030024,3030024,Some Girls,The Rolling Stones · 1978,discogs_v1,1.0.0
discogs:451342,451342,Sticky Fingers,The Rolling Stones · 1971,discogs_v1,1.0.0
discogs:2973994,2973994,Motown Superstars,Various · 1976,discogs_v1,1.0.0
discogs:19924693,19924693,Long Time Coming,Sierra Ferrell · 2021,discogs_v1,1.0.0
discogs:30202739,30202739,Trail Of Flowers,Sierra Ferrell · 2024,discogs_v1,1.0.0
discogs:762024,762024,Sgt. Pepper's Lonely Hearts Club Band,Various · 1978,discogs_v1,1.0.0
discogs:6546645,6546645,The Miseducation Of Lauryn Hill,Lauryn Hill · 2014,discogs_v1,1.0.0
discogs:25072510,25072510,"Merry Christmas, Love",Joss Stone · 2022,discogs_v1,1.0.0
discogs:6967664,6967664,Repo Man (Music From The Original Motion Picture Soundtrack),Various · 1984,discogs_v1,1.0.0
discogs:1186520,1186520,Le Trio Camara,Le Trio Camara · 1970,discogs_v1,1.0.0
discogs:236371,236371,Jet Sounds,Nicola Conte · 2000,discogs_v1,1.0.0
discogs:70946,70946,Les Hommes,Les Hommes · 2002,discogs_v1,1.0.0
discogs:3178015,3178015,Tom Petty And The Heartbreakers,Tom Petty And The Heartbreakers · 1976,discogs_v1,1.0.0
discogs:4001894,4001894,Hell's Belles,Les Baxter · 1969,discogs_v1,1.0.0
discogs:8635455,8635455,BBC Radiophonic Workshop - 21,BBC Radiophonic Workshop · 2016,discogs_v1,1.0.0
discogs:3883628,3883628,Five Leaves Left,Nick Drake · 2009,discogs_v1,1.0.0
discogs:458505,458505,Los Angeles,X · 1980,discogs_v1,1.0.0
discogs:853977,853977,Wild Gift,X · 1981,discogs_v1,1.0.0
discogs:33519230,33519230,Wild Gift,X · 1981,discogs_v1,1.0.0
discogs:2786930,2786930,Rank And File,Rank & File · 1984,discogs_v1,1.0.0
discogs:1560391,1560391,Poor Little Critter On The Road,The Knitters · 1985,discogs_v1,1.0.0
discogs:6118655,6118655,The Last Match,The Aislers Set · 2014,discogs_v1,1.0.0
discogs:28315471,28315471,Western White Pines,Colby Acuff · 2023,discogs_v1,1.0.0
discogs:31552558,31552558,American Son,Colby Acuff · 2024,discogs_v1,1.0.0
discogs:1390408,1390408,Greatest Hits,Junior Walker & The All Stars · 1969,discogs_v1,1.0.0
discogs:291594,291594,Riot On An Empty Street,Kings Of Convenience · 2004,discogs_v1,1.0.0
discogs:5099328,5099328,The First & Last Days Of Unwelcome,Lumbar · 2013,discogs_v1,1.0.0
discogs:15646371,15646371,Transformer,Lou Reed · 2020,discogs_v1,1.0.0
discogs:5831672,5831672,Spirituals In Rhythm,Sister Rosetta Tharpe · 1961,discogs_v1,1.0.0
discogs:6701113,6701113,Rockin' With Elvis New Years' Eve,Elvis Presley · 1977,discogs_v1,1.0.0
discogs:2659848,2659848,Soul Gold Vol. 1,Various · 1968,discogs_v1,1.0.0
discogs:1513005,1513005,"Best Of The Beach Boys, Vol. 2",The Beach Boys · 1972,discogs_v1,1.0.0
discogs:33676386,33676386,Sweet Sweetheart,Carla Thomas · 2025,discogs_v1,1.0.0
discogs:1590251,1590251,It's Christmas Time Again,Various · 1982,discogs_v1,1.0.0
discogs:1081695,1081695,Doin' Our Thing,Booker T & The MG's · 1968,discogs_v1,1.0.0
discogs:565111,565111,Soul Men,Sam & Dave · 1967,discogs_v1,1.0.0
discogs:748068,748068,The Living Word (Wattstax 2),Various · 1973,discogs_v1,1.0.0
discogs:556175,556175,The Booker T. Set,Booker T & The MG's · 1969,discogs_v1,1.0.0
discogs:887891,887891,Did You Heard Me?,Rufus Thomas · 1972,discogs_v1,1.0.0
discogs:1538453,1538453,"Estelle, Myrna And Sylvia",The Sweet Inspirations · 1973,discogs_v1,1.0.0
discogs:1125816,1125816,Memphis Millions,Various · 1973,discogs_v1,1.0.0
discogs:3863496,3863496,Soul Limbo,Booker T & The MG's · 1968,discogs_v1,1.0.0
discogs:6978569,6978569,Fillet Of Soul,Various · 2014,discogs_v1,1.0.0
discogs:1907979,1907979,Super Taylor,Johnnie Taylor · 1974,discogs_v1,1.0.0
discogs:14642063,14642063,Stax Number Ones,Various · 2020,discogs_v1,1.0.0
discogs:1326016,1326016,Good To Me - Live At The Whisky A Go Go - Volume 2,Otis Redding · 1993,discogs_v1,1.0.0
discogs:26827217,26827217,Born Under A Bad Sign,Albert King · 2023,discogs_v1,1.0.0
discogs:11728798,11728798,The Queen Alone,Carla Thomas · 2018,discogs_v1,1.0.0
discogs:2684026,2684026,McLemore Avenue,Booker T & The MG's · 1990,discogs_v1,1.0.0
discogs:4040564,4040564,Memphis Gold Vol. I,Various · 1966,discogs_v1,1.0.0
discogs:2563985,2563985,King & Queen,Otis Redding & Carla Thomas · 1967,discogs_v1,1.0.0
discogs:643337,643337,Back To Back,The Mar-Keys / Booker T & The MG's · 1967,discogs_v1,1.0.0
discogs:1285290,1285290,And Now!,Booker T & The MG's · 1966,discogs_v1,1.0.0
discogs:1067779,1067779,Hip Hug-Her,Booker T & The MG's · 1967,discogs_v1,1.0.0
discogs:34772654,34772654,Stax Revue: Live In '65,Various · 2025,discogs_v1,1.0.0
discogs:181748,181748,The Funky 16 Corners,Various · 2001,discogs_v1,1.0.0
discogs:390451,390451,"Club Africa 2 (Hard African Funk, Afro-Jazz And Original Afro-Beat)",Various · 2000,discogs_v1,1.0.0
discogs:12547968,12547968,Plays Songs Of Yesterday And Today,The Big Band Of Al Cobine · 1967,discogs_v1,1.0.0
discogs:13494298,13494298,Titanic Rising,Weyes Blood · 2019,discogs_v1,1.0.0
discogs:1288153,1288153,Bakesale,Sebadoh · 1994,discogs_v1,1.0.0
discogs:390841,390841,More Parts Per Million,The Thermals · 2003,discogs_v1,1.0.0
discogs:2652102,2652102,Bleach,Nirvana · 2009,discogs_v1,1.0.0
discogs:1398335,1398335,Harmacy,Sebadoh · 1996,discogs_v1,1.0.0
discogs:1359927,1359927,Fleet Foxes,Fleet Foxes · 2008,discogs_v1,1.0.0
discogs:1192114,1192114,Bitches Aint Shit But Good People,Hella · 2003,discogs_v1,1.0.0
discogs:2427934,2427934,Original Golden Hits Volume III,Johnny Cash & The Tennessee Two,discogs_v1,1.0.0
discogs:6097283,6097283,All Aboard The Blue Train,Johnny Cash · 1963,discogs_v1,1.0.0
discogs:33058473,33058473,Glad Tidings from Sun Records,Various,discogs_v1,1.0.0
discogs:3773004,3773004,Original Golden Hits Volume II,Johnny Cash & The Tennessee Two · 1969,discogs_v1,1.0.0
discogs:9714143,9714143,All Aboard The Blue Train,Johnny Cash · 2017,discogs_v1,1.0.0
discogs:25262047,25262047,Blue Suede Shoes,Carl Perkins · 2022,discogs_v1,1.0.0
discogs:7135962,7135962,Original Golden Hits - Volume I,Johnny Cash & The Tennessee Two · 1969,discogs_v1,1.0.0
discogs:11307001,11307001,In The Christmas Spirit,Booker T & The MG's · 2013,discogs_v1,1.0.0
discogs:3838112,3838112,Featuring Dizzy Gillespie,Dizzy Gillespie,discogs_v1,1.0.0
discogs:457113,457113,The Slider,T. Rex · 1972,discogs_v1,1.0.0
discogs:4063038,4063038,The Boop-Boop-A-Doop Girl,Helen Kane · 1981,discogs_v1,1.0.0
discogs:266650,266650,Songs In The Key Of Life,Stevie Wonder · 1976,discogs_v1,1.0.0
discogs:1041456,1041456,What's Going On,Marvin Gaye · 1985,discogs_v1,1.0.0
discogs:306710,306710,"""Here, My Dear.""",Marvin Gaye · 1978,discogs_v1,1.0.0
discogs:716065,716065,Touchdown,Bob James · 1978,discogs_v1,1.0.0
discogs:547020,547020,"Those Who Tell The Truth Shall Die, Those Who Tell The Truth Shall Live Forever",Explosions In The Sky · 2001,discogs_v1,1.0.0
discogs:14453274,14453274,The Way Forth,Rachel Grimes · 2019,discogs_v1,1.0.0
discogs:1700927,1700927,The Super Hits,Various · 1967,discogs_v1,1.0.0
discogs:2024749,2024749,The History Of Northwest Rock Volume 1,Various · 1976,discogs_v1,1.0.0
discogs:1413230,1413230,The Elvis Tapes,Elvis Presley · 1977,discogs_v1,1.0.0
discogs:15359405,15359405,Hillbillies In Hell - Country Music's Tormented Testament (1952-1974) Volume X,Various · 2020,discogs_v1,1.0.0
discogs:16619085,16619085,Hillbillies In Hell - Country Music's Tormented Testament (1952-1974) Volume XI,Various · 2020,discogs_v1,1.0.0
discogs:27866235,27866235,Hillbillies In Hell: Wake Me Up! Brimstone And Beauty From The Nashville Pulpit (1952-1974),Various · 2023,discogs_v1,1.0.0
discogs:22846631,22846631,It's A Rough Old Road To Travel - The Existential Psychodrama In Country Music: Volume II (1964-1974),Various · 2022,discogs_v1,1.0.0
discogs:31776527,31776527,"Hey, Mr Devil: Apocalyptic Gospel And Rapture Rockabilly From Private Press Prophets (1964-1984)",Various · 2024,discogs_v1,1.0.0
discogs:33068052,33068052,Hillbillies In Hell: The Endless Sleep (1958-1973),Various · 2025,discogs_v1,1.0.0
discogs:33712665,33712665,Diesel Smoke And Dangerous Curves: Big Rig Bustin' Hits (1962-1976),Various · 2025,discogs_v1,1.0.0
discogs:33068220,33068220,Diesel Smoke And Dangerous Curves: Big Rig Bustin' Hits (1962-1976),Various · 2025,discogs_v1,1.0.0
discogs:15469258,15469258,Troubled Troubadours,Various · 2020,discogs_v1,1.0.0
discogs:13491407,13491407,Cold War Countdown: Country Music Goes To War (1952-1972),Various · 2019,discogs_v1,1.0.0
discogs:19117408,19117408,Sassy And Strong - Forgotten Sides From Nashville’s Finest Ladies (1967-1973),Various · 2021,discogs_v1,1.0.0
discogs:30469916,30469916,Hillbillies In Hell: Whiskey Is The Devil (1962-1974),Various · 2024,discogs_v1,1.0.0
discogs:30013390,30013390,Nashville Goes Fuzz: Fuzz Guitar In The Country Music Experience (1956-1970),Various · 2024,discogs_v1,1.0.0
discogs:32048082,32048082,Shooting Star,Benjamin Tod · 2024,discogs_v1,1.0.0
discogs:12651938,12651938,Songs Of The Plains,Colter Wall · 2018,discogs_v1,1.0.0
discogs:6917511,6917511,Viewfinder,Pullman · 2015,discogs_v1,1.0.0
discogs:837288,837288,Axis And Alignment,Chicago Underground Duo · 2002,discogs_v1,1.0.0
discogs:660000,660000,Surrender To The Night,Trans Am · 1997,discogs_v1,1.0.0
discogs:75542,75542,Millions Now Living Will Never Die,Tortoise · 1996,discogs_v1,1.0.0
discogs:28641931,28641931,Ocean Songs,Dirty Three · 2023,discogs_v1,1.0.0
discogs:426359,426359,Quadrophenia,The Who · 1973,discogs_v1,1.0.0
discogs:1309986,1309986,At The Gate Of Horn,Odetta,discogs_v1,1.0.0
discogs:12819123,12819123,Sings For The King,Glen Campbell · 2018,discogs_v1,1.0.0
discogs:20713672,20713672,Christmas Number 1's,Various · 2021,discogs_v1,1.0.0
discogs:1635169,1635169,Is Alive And Well At The Whiskey,Hugh Masekela · 1967,discogs_v1,1.0.0
discogs:2456030,2456030,For The Last Time,Bob Wills & His Texas Playboys · 1974,discogs_v1,1.0.0
discogs:5594320,5594320,Rhythm & Blues Christmas,Various · 1976,discogs_v1,1.0.0
discogs:31155353,31155353,Songwriter,Johnny Cash · 2024,discogs_v1,1.0.0
discogs:34382305,34382305,Virgin,Lorde · 2025,discogs_v1,1.0.0
discogs:33377864,33377864,Symphony Of Lungs (BBC Proms At The Royal Albert Hall),Florence And The Machine & Jules Buckley And His Orchestra · 2025,discogs_v1,1.0.0
discogs:2848009,2848009,Back To Black,Amy Winehouse · 2006,discogs_v1,1.0.0
discogs:30834552,30834552,Ceremonials,Florence And The Machine,discogs_v1,1.0.0
discogs:7620850,7620850,Christmas Spirituals,Odetta · 1960,discogs_v1,1.0.0
discogs:590773,590773,Master Of Reality,Black Sabbath · 1971,discogs_v1,1.0.0
discogs:28836454,28836454,Great Women Of Song,Astrud Gilberto · 2023,discogs_v1,1.0.0
discogs:212339,212339,Sounds From The Verve Hi-Fi,Various · 2002,discogs_v1,1.0.0
discogs:28761328,28761328,A Joyful Holiday,Samara Joy · 2023,discogs_v1,1.0.0
discogs:31990358,31990358,Portrait,Samara Joy · 2024,discogs_v1,1.0.0
discogs:1999562,1999562,The Velvet Underground & Nico,The Velvet Underground & Nico · 2008,discogs_v1,1.0.0
discogs:6470785,6470785,Ella And Louis,Ella Fitzgerald And Louis Armstrong · 1957,discogs_v1,1.0.0
discogs:1216165,1216165,Hoochie Cooche Man,Jimmy Smith  Arranged And Conducted By Oliver Nelson · 1966,discogs_v1,1.0.0
discogs:3259686,3259686,"Saturday Night / Sunday Night At The Blackhawk, San Francisco",Cal Tjader Quartet · 1962,discogs_v1,1.0.0
discogs:1103510,1103510,The Cat,Jimmy Smith · 1964,discogs_v1,1.0.0
discogs:752612,752612,Bumpin',Wes Montgomery · 1965,discogs_v1,1.0.0
discogs:1156607,1156607,Goin' Out Of My Head,Wes Montgomery · 1966,discogs_v1,1.0.0
discogs:3005142,3005142,Bill Evans At Town Hall (Volume One),The Bill Evans Trio · 1967,discogs_v1,1.0.0
discogs:1664681,1664681,Further Adventures Of Jimmy Smith & Wes Montgomery,Jimmy Smith & Wes Montgomery · 1969,discogs_v1,1.0.0
discogs:9057490,9057490,Ella And Louis,Ella Fitzgerald And Louis Armstrong · 1956,discogs_v1,1.0.0
discogs:6391613,6391613,Ella Wishes You A Swinging Christmas,Ella Fitzgerald · 2014,discogs_v1,1.0.0
discogs:32557170,32557170,Root Down - Jimmy Smith Live!,Jimmy Smith · 2024,discogs_v1,1.0.0
discogs:1582488,1582488,Any Number Can Win,Jimmy Smith · 1963,discogs_v1,1.0.0
discogs:524454,524454,Shades Of Today,Patrick Williams · 1968,discogs_v1,1.0.0
discogs:35942692,35942692,Bumpin',Wes Montgomery · 2025,discogs_v1,1.0.0
discogs:2469525,2469525,The Hits Are On Verve,Various · 1964,discogs_v1,1.0.0
discogs:32558922,32558922,The Cat,Jimmy Smith · 2024,discogs_v1,1.0.0
discogs:3255473,3255473,Siamese Dream,The Smashing Pumpkins · 2011,discogs_v1,1.0.0
discogs:4082874,4082874,Mellon Collie And The Infinite Sadness,The Smashing Pumpkins · 2012,discogs_v1,1.0.0
discogs:33976974,33976974,Ambient 1 (Music For Airports),Brian Eno · 2025,discogs_v1,1.0.0
discogs:29414950,29414950,The Dock Of The Bay,Otis Redding · 2024,discogs_v1,1.0.0
discogs:2795239,2795239,The Soul Album,Otis Redding · 1966,discogs_v1,1.0.0
discogs:1573372,1573372,The Doors Of Perception,Dave Pike · 1970,discogs_v1,1.0.0
discogs:6353202,6353202,Atlas Eets Christmas,Imagene Peise · 2014,discogs_v1,1.0.0
discogs:379809,379809,Black Sabbath Vol. 4,Black Sabbath · 1972,discogs_v1,1.0.0
discogs:447530,447530,"Sabbath, Bloody Sabbath",Black Sabbath · 1974,discogs_v1,1.0.0
discogs:3087794,3087794,Rumours,Fleetwood Mac · 1977,discogs_v1,1.0.0
discogs:6256253,6256253,Van Halen,Van Halen · 1978,discogs_v1,1.0.0
discogs:395838,395838,Minute By Minute,The Doobie Brothers · 1978,discogs_v1,1.0.0
discogs:603714,603714,Wonderfulness,Bill Cosby · 1966,discogs_v1,1.0.0
discogs:374185,374185,Paranoid,Black Sabbath · 1971,discogs_v1,1.0.0
discogs:2011391,2011391,Black Sabbath,Black Sabbath · 1970,discogs_v1,1.0.0
discogs:1395373,1395373,Trio,"Dolly Parton, Linda Ronstadt, Emmylou Harris · 1987",discogs_v1,1.0.0
discogs:4060029,4060029,Greatest Hits!,The Association · 1968,discogs_v1,1.0.0
discogs:36645412,36645412,With Heaven On Top,Zach Bryan · 2026,discogs_v1,1.0.0
discogs:35598424,35598424,I Barely Know Her,Sombr · 2025,discogs_v1,1.0.0
discogs:32368914,32368914,The Great American Bar Scene,Zach Bryan · 2024,discogs_v1,1.0.0
discogs:28574881,28574881,Zach Bryan,Zach Bryan · 2023,discogs_v1,1.0.0
discogs:27645498,27645498,Summertime Blues,Zach Bryan · 2023,discogs_v1,1.0.0
discogs:28344796,28344796,American Heartbreak,Zach Bryan · 2023,discogs_v1,1.0.0
discogs:19518703,19518703,DeAnn,Zach Bryan · 2022,discogs_v1,1.0.0
discogs:35787418,35787418,Live 1975,Fleetwood Mac · 2025,discogs_v1,1.0.0
discogs:30578674,30578674,Radical Optimism,Dua Lipa · 2024,discogs_v1,1.0.0
discogs:29073277,29073277,Barbie (Score From The Original Motion Picture Soundtrack),"Mark Ronson, Andrew Wyatt · 2023",discogs_v1,1.0.0
discogs:19183912,19183912,A Date With Elvis,Elvis Presley · 2021,discogs_v1,1.0.0
discogs:13669243,13669243,Seneca,Charles Wesley Godwin · 2019,discogs_v1,1.0.0
discogs:4134092,4134092,Maggot Brain,Funkadelic · 2004,discogs_v1,1.0.0
discogs:22396396,22396396,Samara Joy,Samara Joy · 2021,discogs_v1,1.0.0
discogs:5221828,5221828,Harlem River,Kevin Morby · 2013,discogs_v1,1.0.0
discogs:31206463,31206463,21,Adele · 2024,discogs_v1,1.0.0
discogs:13381175,13381175,19,Adele · 2018,discogs_v1,1.0.0
discogs:7748058,7748058,25,Adele · 2015,discogs_v1,1.0.0
discogs:6589097,6589097,( ),Sigur Rós · 2015,discogs_v1,1.0.0
discogs:6589854,6589854,Ágætis Byrjun,Sigur Rós · 2015,discogs_v1,1.0.0
